City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
296,koch'ang,35.4333,126.7,21.92,93,82,3.34,KR,1687870132
297,isangel,-19.55,169.2667,20.12,67,6,2.18,VU,1687870132
298,santana do matos,-5.9575,-36.6556,29.21,52,95,6.54,BR,1687870133
299,alo,7.4178,6.7371,30.26,72,100,0.72,NG,1687870133
300,dakhla,23.6848,-15.958,22.16,80,1,4.4,EH,1687870133
301,mahina,-17.5065,-149.489,23.75,78,29,9.65,PF,1687870133
302,nova sintra,14.8667,-24.7167,20.91,76,42,3.75,CV,1687870133
303,pacocha,-17.5833,-71.3333,16.97,78,13,1.59,PE,1687870133
304,dingwall,57.5953,-4.4272,16.06,88,100,2.0,GB,1687870133
305,bamboo flat,11.7,92.7167,28.38,82,100,4.07,IN,1687870133
306,howrah,22.5892,88.3103,28.28,81,100,5.76,IN,1687870005
307,usinsk,65.9939,57.5281,10.61,82,100,4.45,RU,1687870133
308,amahai,-3.3333,128.9167,29.44,89,67,0.99,ID,1687870133
309,kankaanpaa,61.8,22.4167,23.47,46,63,1.67,FI,1687870133
310,tulum,20.2167,-87.4667,27.32,85,65,1.45,MX,1687870133
311,naryn,41.4287,75.9911,22.72,29,25,6.15,KG,1687870134
312,ust-nera,64.5667,143.2,19.44,68,68,2.82,RU,1687870134
313,koulikoro,14.0,-7.75,32.22,44,100,1.67,ML,1687870134
314,kuala belait,4.5833,114.1833,27.2,80,83,2.49,BN,1687870134
315,trebic,49.2149,15.8817,22.22,63,100,1.34,CZ,1687870134
316,abatskoye,56.2875,70.4555,12.43,94,100,8.97,RU,1687870134
317,fraserburgh,57.6874,-2.0184,13.21,91,100,7.46,GB,1687870134
318,mabaruma,8.2,-59.7833,29.07,66,79,2.11,GY,1687870134
319,severo-yeniseyskiy,60.3725,93.0408,14.19,57,18,2.27,RU,1687870134
320,arar,30.9753,41.0381,40.1,6,0,6.56,SA,1687870134
321,willows,39.5243,-122.1936,16.77,76,0,0.59,US,1687870134
322,kulhudhuffushi,6.6221,73.07,28.09,73,100,5.4,MV,1687870134
323,san patricio,28.017,-97.5169,27.73,86,14,4.58,US,1687870135
324,geraldton,-28.7667,114.6,12.99,54,0,5.18,AU,1687870135
325,divo,5.8397,-5.36,26.23,67,100,2.0,CI,1687870135
326,uruzgan,32.8333,66.0,33.76,9,0,6.1,AF,1687870135
327,gwadar,25.1216,62.3254,30.88,72,100,4.09,PK,1687870135
328,dondo,-19.6094,34.7431,25.29,40,6,4.06,MZ,1687870135
329,flin flon,54.7682,-101.865,14.46,70,100,2.82,CA,1687870135
330,beni mellal,32.3373,-6.3498,41.8,8,3,4.28,MA,1687870135
331,utete,-7.986,38.758,30.77,32,2,1.93,TZ,1687870135
332,banchory,57.0517,-2.4882,15.75,88,100,2.61,GB,1687870135
333,sodra sandby,56.5667,16.6167,14.94,92,100,4.2,SE,1687870135
334,alpine,32.835,-116.7664,13.38,80,0,0.4,US,1687870135
335,ikungi,-5.1333,34.7667,25.51,34,100,1.54,TZ,1687870135
336,nizhniy kuranakh,58.8353,125.4869,20.46,75,0,1.25,RU,1687870136
337,mahibadhoo,3.7833,72.9667,28.6,72,100,4.92,MV,1687870136
338,tazovsky,67.4667,78.7,11.97,60,92,4.29,RU,1687870136
339,bikenibeu village,1.3673,173.1241,26.94,81,97,3.52,KI,1687870136
340,tatsinskiy,48.1968,41.2756,24.39,56,93,4.87,RU,1687870136
341,puerto aysen,-45.4,-72.7,4.41,100,100,0.56,CL,1687870136
342,lagoa santa,-19.6272,-43.8897,23.42,52,0,1.71,BR,1687870136
343,lucea,18.451,-78.1736,28.25,74,100,3.71,JM,1687870136
344,new plymouth,-39.0667,174.0833,8.51,75,9,2.71,NZ,1687870052
345,leava,-14.3,-178.1667,26.78,80,86,5.5,WF,1687870136
346,siwa oasis,29.2041,25.5195,35.59,22,0,3.51,EG,1687870136
347,bojonegoro,-7.1502,111.8817,26.19,70,76,5.37,ID,1687870136
348,mishelevka,52.8575,103.1719,14.03,73,100,0.49,RU,1687870137
349,pokhara,28.2333,83.9833,24.15,92,100,0.93,NP,1687870137
350,san julian,21.0167,-102.1667,14.56,79,9,1.47,MX,1687869976
351,puerto leguizamo,-0.1934,-74.7819,23.7,92,60,0.55,CO,1687870137
352,stupava,48.2747,17.0317,23.22,54,100,7.11,SK,1687870137
353,noumea,-22.2763,166.4572,21.11,99,50,5.03,NC,1687870051
354,morehead city,34.7229,-76.726,25.02,74,0,5.29,US,1687870137
355,kachug,53.9606,105.8817,11.97,75,100,0.99,RU,1687870137
356,salinas,36.6777,-121.6555,13.33,88,100,0.45,US,1687870083
357,shulan,44.4167,126.95,19.29,97,100,4.07,CN,1687870137
358,puerto san jose,13.9256,-90.8244,24.97,92,100,4.4,GT,1687870137
359,chui,-33.6971,-53.4616,13.65,77,69,2.27,UY,1687870138
360,och'amch'ire,42.7123,41.4686,24.01,80,28,2.82,GE,1687870138
361,bucerias,20.75,-105.3333,25.55,92,100,1.77,MX,1687870126
362,east ballina,-28.8667,153.5833,11.56,67,34,1.5,AU,1687870138
363,at taj,24.2049,23.2857,38.34,11,0,4.67,LY,1687870138
364,brady,31.1352,-99.3351,29.74,51,0,5.64,US,1687870138
365,smithers,54.7804,-127.1743,13.79,91,85,1.24,CA,1687870138
366,uribia,11.7139,-72.266,28.81,70,51,4.0,CO,1687870138
367,az zawiyah,32.0963,35.0398,31.17,40,0,6.01,PS,1687870138
368,fang,19.9169,99.2145,24.11,94,94,0.32,TH,1687870138
369,fort riley north,39.1108,-96.8139,19.97,77,63,0.45,US,1687870138
370,camacupa,-12.0167,17.4833,28.4,18,4,1.87,AO,1687870138
371,lubben,51.95,13.9,20.5,53,100,4.68,DE,1687870139
372,al jumum,21.6169,39.6981,40.16,17,4,12.17,SA,1687870139
373,taroa,8.7058,171.2275,27.9,83,100,9.59,MH,1687870139
374,ongjin,37.9347,125.3619,20.25,94,8,2.77,KP,1687870139
375,zdvinsk,54.7021,78.661,22.12,44,100,5.94,RU,1687870139
376,katsuura,35.1333,140.3,23.33,95,100,3.86,JP,1687870139
377,kholmsk,47.0511,142.0569,15.23,90,100,2.07,RU,1687870139
378,susuman,62.7833,148.1667,16.52,90,100,1.96,RU,1687870139
379,veinticinco de mayo,-35.4323,-60.1727,9.43,82,81,0.89,AR,1687870139
380,tarawa,1.419,172.984,26.99,82,99,3.54,KI,1687870139
381,okhotsk,59.3833,143.3,11.58,94,74,2.15,RU,1687870139
382,greenville,35.6127,-77.3663,21.74,84,10,0.89,US,1687870139
383,corumba,-19.0092,-57.6533,23.11,39,5,2.12,BR,1687870140
384,urengoy,65.9667,78.3667,15.27,47,100,1.86,RU,1687870140
385,colonia,50.9333,6.95,24.21,48,100,4.97,DE,1687869633
386,mahdia,35.5047,11.0622,30.29,42,0,3.53,TN,1687870140
387,hirara,24.8,125.2833,27.91,86,100,7.95,JP,1687870140
388,camalu,30.85,-116.0667,18.27,86,0,4.01,MX,1687870140
389,turbat,26.0023,63.044,36.59,44,73,10.13,PK,1687870140
390,santiago de cao,-7.9589,-79.2392,21.28,82,80,4.76,PE,1687870140
391,cuatro cienegas de carranza,26.9833,-102.0833,27.79,37,0,0.99,MX,1687870140
392,lagdo,9.05,13.7333,30.45,56,82,1.98,CM,1687870140
393,lata,40.1629,-8.3327,28.37,24,0,3.48,PT,1687870140
394,fortaleza,-3.7227,-38.5247,27.9,67,28,6.13,BR,1687869993
395,tinajo,29.0788,-13.7081,24.35,81,41,3.46,ES,1687870140
396,kidal,18.4411,1.4078,40.95,16,5,4.48,ML,1687870141
397,morondava,-20.2833,44.2833,25.04,46,6,4.86,MG,1687870141
398,lerwick,60.1545,-1.1494,14.1,81,0,5.36,GB,1687870141
399,zhigalovo,54.8097,105.1578,12.18,76,100,0.47,RU,1687870141
400,pleasanton,37.6624,-121.8747,13.53,88,36,0.45,US,1687870141
401,ocean city,39.2776,-74.5746,23.34,82,100,1.34,US,1687870132
402,krasnyy chikoy,50.3643,108.7512,10.26,72,32,1.55,RU,1687870141
403,lauro muller,-28.3928,-49.3967,22.66,59,0,1.42,BR,1687870141
404,tamanrasset,22.785,5.5228,34.04,11,6,4.59,DZ,1687870041
405,odoyev,53.9393,36.6864,13.07,96,100,5.49,RU,1687870141
406,tashla,51.7716,52.7427,23.02,33,100,4.07,RU,1687870141
407,sokol'skoye,57.1412,43.1589,19.73,58,100,2.5,RU,1687870142
408,medina,24.4686,39.6142,43.71,6,0,4.0,SA,1687870142
409,cotonou,6.3654,2.4183,26.58,74,69,6.73,BJ,1687870142
410,kosh-agach,50.0,88.6667,17.1,36,7,1.64,RU,1687870142
411,lima,-12.0432,-77.0282,19.39,83,36,2.26,PE,1687869600
412,langnau,46.9394,7.7874,25.0,40,100,2.24,CH,1687870142
413,atlantis,-33.5667,18.4834,14.98,88,100,2.75,ZA,1687870142
414,atamyrat,37.8357,65.2106,39.03,8,0,8.62,TM,1687870142
415,hailar,49.2,119.7,20.4,61,0,3.94,CN,1687870142
416,ruidoso,33.3317,-105.673,24.42,28,26,3.1,US,1687870143
417,pontianak,-0.0333,109.3333,27.77,78,61,1.9,ID,1687869692
418,westport,41.1415,-73.3579,22.49,85,100,1.79,US,1687869907
419,yamada,39.4667,141.95,21.04,96,100,3.16,JP,1687870143
420,mandalgovi,45.7625,106.2708,16.56,40,100,5.33,MN,1687870143
421,midvagur,62.0511,-7.1939,12.78,84,77,7.53,FO,1687870143
422,mirpur sakro,24.5474,67.6277,34.08,54,100,6.42,PK,1687870143
423,sri dungargarh,28.0833,74.0167,36.87,36,41,2.5,IN,1687870143
424,poso,-1.3959,120.7524,25.59,89,21,1.39,ID,1687870143
425,kasumkent,41.6773,48.146,25.53,54,26,3.71,RU,1687870144
426,san ignacio,17.1561,-89.0714,25.24,84,98,0.21,BZ,1687869624
427,barmer,25.75,71.3833,31.19,65,100,7.0,IN,1687870144
428,adrar,20.5022,-10.0711,41.07,11,4,5.97,MR,1687870144
429,yeppoon,-23.1333,150.7333,19.0,71,100,1.56,AU,1687870144
430,weno,7.4515,151.8468,27.6,80,100,5.99,FM,1687870144
431,myski,53.709,87.8014,20.91,60,100,2.26,RU,1687870144
432,kendari,-3.945,122.4989,25.02,91,2,0.51,ID,1687870144
433,popondetta,-8.7537,148.2534,23.32,87,100,1.06,PG,1687870144
434,gaomi,36.3833,119.7528,24.36,83,25,5.04,CN,1687869994
435,mount gambier,-37.8333,140.7667,8.77,92,100,2.08,AU,1687870145
436,constantia,44.1833,28.65,29.28,52,32,3.91,RO,1687869912
437,watsa,3.0372,29.5355,25.09,76,79,1.11,CD,1687870145
438,forster,-32.1667,152.5167,9.6,92,98,2.19,AU,1687870145
439,urzhar,47.093,81.6294,28.73,23,57,5.43,KZ,1687870145
440,korsakov,46.6328,142.7813,15.47,91,100,3.17,RU,1687870145
441,saynshand,44.8824,110.1163,26.06,20,99,7.29,MN,1687870145
442,lazaro cardenas,17.9583,-102.2,26.43,81,100,1.39,MX,1687870145
443,marolambo,-20.05,48.1167,22.13,46,8,1.74,MG,1687870145
444,kudahuvadhoo,2.6708,72.8944,28.27,74,100,5.09,MV,1687870146
445,tecolotlan,20.2167,-104.05,21.61,80,97,0.44,MX,1687870146
446,talcahuano,-36.7167,-73.1167,9.94,84,1,0.29,CL,1687870146
447,nova olimpia,-14.7972,-57.2881,26.37,40,3,2.26,BR,1687870146
448,mahavelona,-17.6848,49.5087,23.28,59,73,3.42,MG,1687870146
449,ouallam,14.3188,2.0866,37.66,31,100,3.24,NE,1687870146
450,cuenca,-2.8833,-78.9833,11.16,95,99,0.91,EC,1687869538
451,faya-largeau,17.9257,19.1043,41.91,9,3,4.07,TD,1687870146
452,knyaze-volkonskoye,48.4642,135.4567,24.05,93,100,2.02,RU,1687870146
453,le port,-20.9373,55.2919,23.27,83,64,5.64,RE,1687870146
454,manokwari,-0.8667,134.0833,26.83,74,98,1.16,ID,1687870146
455,coahuayana de hidalgo,18.7,-103.6583,25.66,90,100,1.59,MX,1687870147
456,east london,-33.0153,27.9116,15.86,81,100,9.77,ZA,1687869717
457,ulsteinvik,62.3432,5.8487,16.06,86,88,5.81,NO,1687870147
458,lamu,-2.2717,40.902,26.51,72,17,6.64,KE,1687870147
459,gabu,12.2833,-14.2167,30.25,64,100,0.86,GW,1687870147
460,mareeba,-17.0,145.4333,19.13,89,59,1.2,AU,1687870147
461,anloga,5.7947,0.8973,26.28,74,42,7.15,GH,1687870147
462,ryotsu-minato,38.0833,138.4333,23.9,85,76,4.09,JP,1687870147
463,inhambane,-23.865,35.3833,25.0,57,0,4.02,MZ,1687870147
464,moyynkum,44.2914,72.9469,32.97,20,50,10.32,KZ,1687870147
465,muang xay,20.7,101.9833,22.46,99,100,0.99,LA,1687870147
466,meadow lake,34.8014,-106.5436,25.22,30,54,0.99,US,1687870148
467,ingenio la esperanza,-24.2255,-64.839,21.98,53,0,0.85,AR,1687870148
468,mata-utu,-13.2816,-176.1745,27.78,74,33,3.47,WF,1687870148
469,olinda,-8.0089,-34.8553,25.54,81,40,5.21,BR,1687870148
470,tan-tan,28.438,-11.1032,34.19,40,1,8.26,MA,1687870148
471,arraial do cabo,-22.9661,-42.0278,22.33,84,0,7.55,BR,1687870148
472,muroto-misakicho,33.2833,134.15,24.81,93,96,4.46,JP,1687870148
473,baker city,44.7749,-117.8344,14.77,77,100,0.93,US,1687870148
474,ciudad lazaro cardenas,17.9583,-102.2,26.43,81,100,1.39,MX,1687870145
475,taungoo,18.9333,96.4333,25.46,90,37,1.78,MM,1687869885
476,goderich,43.7501,-81.7165,18.28,98,100,5.95,CA,1687870148
477,lebu,-37.6167,-73.65,9.6,84,11,1.95,CL,1687870041
478,port blair,11.6667,92.75,28.37,81,100,4.11,IN,1687869921
479,tsiombe,-25.3,45.4833,22.58,52,2,4.28,MG,1687870149
480,kalabo,-14.97,22.6814,30.29,14,2,1.61,ZM,1687870149
481,reitz,-27.8014,28.4273,16.79,24,0,4.11,ZA,1687870149
482,nouadhibou,20.931,-17.0347,20.2,84,0,8.64,MR,1687870149
483,palikir - national government center,6.9248,158.1611,27.3,77,100,5.69,FM,1687870149
484,juneau,58.3019,-134.4197,13.45,99,100,1.03,US,1687869904
485,touros,-5.1989,-35.4608,28.05,67,33,5.27,BR,1687870149
486,aykhal,66.0,111.5,18.18,38,100,4.68,RU,1687870149
487,aitape,-3.1374,142.3475,25.99,86,97,2.83,PG,1687870149
488,darzab,35.9774,65.3783,29.57,14,0,3.79,AF,1687870149
489,callao,-12.0667,-77.15,20.4,79,67,3.32,PE,1687870080
490,cuellar,41.3679,-4.3084,31.55,25,1,2.64,ES,1687870149
491,enshi,30.3,109.4833,24.68,89,96,1.58,CN,1687870149
492,ancud,-41.8697,-73.8203,9.33,85,100,8.02,CL,1687870150
493,el granada,37.5027,-122.4694,13.37,92,100,0.45,US,1687870150
494,lihue,21.9789,-159.3672,22.98,84,53,6.99,US,1687870150
495,patterson,37.4716,-121.1297,13.88,84,81,1.83,US,1687869970
496,temara,33.9287,-6.9066,26.75,82,7,0.45,MA,1687870150
497,port augusta,-32.5,137.7667,11.2,97,100,1.28,AU,1687870150
498,vadso,70.0744,29.7487,10.91,81,44,2.76,NO,1687870150
499,campo gallo,-26.5833,-62.85,22.75,51,0,4.29,AR,1687870150
500,mendoza,-32.8908,-68.8272,11.45,49,35,0.56,AR,1687869604
501,ibateguara,-8.9725,-35.9394,23.76,78,54,4.18,BR,1687870150
502,shitanjing,39.2342,106.3439,22.85,33,100,5.54,CN,1687870150
503,sendhwa,21.6833,75.1,26.23,76,100,7.22,IN,1687870150
504,labasa,-16.4167,179.3833,22.96,89,99,1.07,FJ,1687870150
505,belmopan,17.25,-88.7667,24.58,92,99,0.22,BZ,1687870151
506,shwebo,22.5667,95.7,32.59,47,96,4.09,MM,1687870151
507,boquete,8.7833,-82.4333,19.55,90,100,0.45,PA,1687870151
508,wuyang,31.9925,116.2472,27.87,65,100,1.29,CN,1687870151
509,acarau,-2.8856,-40.12,28.56,65,25,6.17,BR,1687869906
510,guerrero negro,27.9769,-114.0611,16.08,94,1,5.04,MX,1687870151
511,yakymivka,46.6897,35.1536,24.74,45,97,5.09,UA,1687870151
512,brisas de zicatela,15.8369,-97.0419,26.08,79,11,1.91,MX,1687870151
513,hastings,50.8552,0.5729,22.77,22,93,5.77,GB,1687869872
514,zinjibar,13.1287,45.3807,33.27,57,100,2.95,YE,1687870151
515,tigwav,18.4314,-72.8669,28.55,70,83,0.21,HT,1687870151
516,winchester center,41.9001,-73.1348,20.95,96,100,0.89,US,1687870152
517,hammerfest,70.6634,23.6821,12.57,75,26,5.33,NO,1687870152
518,lagodekhi,41.8268,46.2767,28.88,49,2,2.01,GE,1687870152
519,matoury,4.8483,-52.3317,28.32,74,27,3.44,GF,1687870152
520,northam,51.0333,-4.2167,20.92,75,98,7.89,GB,1687870152
521,stutterheim,-32.5708,27.424,9.94,96,100,4.88,ZA,1687870152
522,puerto cabezas,14.0351,-83.3888,26.08,86,100,1.18,NI,1687870152
523,kununurra,-15.7667,128.7333,23.38,59,98,8.16,AU,1687870152
524,shingu,33.7333,135.9833,23.7,94,97,2.75,JP,1687870152
525,el fasher,13.6279,25.3494,35.84,21,95,2.74,SD,1687870152
526,marica,-22.9194,-42.8186,23.67,59,0,0.58,BR,1687869876
527,lethbridge,49.7,-112.8186,15.06,60,29,2.03,CA,1687870153
528,khovd,48.0056,91.6419,19.08,25,95,2.95,MN,1687870153
529,okondja,-0.6549,13.6753,32.23,47,49,1.01,GA,1687870153
530,orapa,-21.2833,25.3667,25.23,19,0,5.23,BW,1687870153
531,wynyard,-41.0,145.7167,8.32,80,5,3.45,AU,1687870153
532,zira,30.9685,74.9911,34.89,47,3,2.48,IN,1687870153
533,machina,13.1364,10.0492,36.7,28,100,1.48,NG,1687870153
534,abepura,-2.6333,140.5833,23.59,94,68,1.2,ID,1687870153
535,alesund,62.4723,6.1549,16.06,87,81,4.04,NO,1687870153
536,nazca,-14.8333,-74.95,17.56,67,0,1.36,PE,1687870153
537,nantucket,41.2835,-70.0995,20.08,95,100,9.59,US,1687870024
538,ardakan,32.31,54.0175,41.17,8,0,4.69,IR,1687870153
539,luwuk,-0.9516,122.7875,25.99,89,6,0.53,ID,1687870153
540,fredericton,45.9454,-66.6656,18.24,94,100,1.96,CA,1687870117
541,kishtwar,33.3167,75.7667,25.01,64,30,2.02,IN,1687869929
542,sao miguel do araguaia,-13.275,-50.1628,28.26,32,0,4.87,BR,1687870154
543,sinop,41.7711,34.8709,21.08,69,40,4.76,TR,1687870154
544,ephraim,39.3597,-111.5863,14.34,31,0,2.69,US,1687870154
545,selkirk,50.1436,-96.8845,18.95,86,96,2.35,CA,1687869675
546,blankenberge,51.3131,3.1323,24.0,42,100,1.34,BE,1687870154
547,dalhart,36.0595,-102.5133,22.74,74,78,4.75,US,1687869909
548,kuanda,56.3161,116.0806,19.21,80,83,4.76,RU,1687870154
549,kwale,5.7063,6.4374,27.82,81,99,2.92,NG,1687870154
550,dalcahue,-42.3628,-73.7022,6.22,51,100,1.34,CL,1687870154
551,negapatam,10.7667,79.8333,29.66,72,100,7.86,IN,1687870154
552,birobidzhan,48.8,132.95,22.52,86,88,1.6,RU,1687870154
553,nemuro,43.3236,145.575,13.8,99,100,6.58,JP,1687870155
554,saskatoon,52.1168,-106.6345,17.35,69,91,2.43,CA,1687869856
555,karratha,-20.7377,116.8463,19.17,26,0,6.7,AU,1687870155
556,huaiyuan chengguanzhen,32.9589,117.1657,29.47,52,41,2.87,CN,1687870155
557,kemijarvi,66.7131,27.4306,18.48,67,100,2.2,FI,1687870155
558,kandahar,31.0,65.75,38.34,9,5,8.11,AF,1687870155
559,quellon,-43.1167,-73.6167,7.17,91,100,4.49,CL,1687870155
560,dumai,1.6833,101.45,24.62,94,49,0.71,ID,1687870155
561,palmer,42.1584,-72.3287,23.12,81,100,1.34,US,1687870155
562,egilsstadir,65.2653,-14.3948,14.95,54,100,4.43,IS,1687870155
563,el jadid,33.2549,-8.506,27.68,61,6,7.82,MA,1687870155
564,sur,22.5667,59.5289,32.94,59,18,6.55,OM,1687870155
565,soio,-6.1349,12.3689,24.29,73,20,6.37,AO,1687870156
566,sambava,-14.2667,50.1667,24.29,58,6,7.7,MG,1687870156
567,bowling green,36.9903,-86.4436,22.97,82,0,2.85,US,1687870150
568,rahimah,26.7079,50.0619,33.66,50,6,3.26,SA,1687870156
569,ola,59.5833,151.2833,11.19,98,87,2.0,RU,1687870156
570,matelandia,-25.2408,-53.9964,19.66,61,0,3.41,BR,1687870156
571,nuku'alofa,-21.1333,-175.2,23.63,67,100,11.01,TO,1687870156
572,reggane,26.7158,0.1714,42.39,11,43,6.47,DZ,1687870156
573,chivhu,-19.0211,30.8922,23.27,11,0,3.01,ZW,1687870156
574,ilhabela,-23.7781,-45.3581,25.69,53,0,0.6,BR,1687870156
575,pago pago,-14.2781,-170.7025,27.07,74,98,4.74,AS,1687870156
576,bridgewater,44.3835,-64.5155,13.95,99,100,1.79,CA,1687870156
577,ixtapa,20.7,-105.2,25.13,92,100,0.57,MX,1687870157
578,biloela,-24.4167,150.5,14.56,51,10,1.44,AU,1687870157
579,mozelos,41.8677,-8.3978,32.71,31,0,1.9,PT,1687870157
580,mahanoro,-19.9,48.8,22.34,66,5,2.55,MG,1687870157
581,basco,20.4487,121.9702,27.31,83,100,3.93,PH,1687870157
582,floro,61.5996,5.0328,18.46,89,58,1.79,NO,1687870157
583,vila franca do campo,37.7167,-25.4333,24.65,64,40,5.41,PT,1687870157
584,rongelap,11.1635,166.8941,28.01,82,71,8.88,MH,1687870157
585,henryetta,35.4398,-95.9819,24.23,78,7,3.1,US,1687870157
586,shache,38.4167,77.2406,33.76,14,2,2.11,CN,1687870157
587,tavda,58.0425,65.2726,20.54,38,8,4.21,RU,1687870157
588,san jose del guaviare,2.5729,-72.6459,24.09,90,44,1.16,CO,1687870158
589,valencia de alcantara,39.4115,-7.2444,34.58,31,0,2.22,ES,1687870158
590,ponta delgada,37.7333,-25.6667,23.86,70,14,3.62,PT,1687870158
591,dainava (kaunas),54.9152,23.9683,22.6,76,100,6.7,LT,1687870158
592,dire,12.2833,-10.9667,31.6,56,82,1.73,ML,1687870158
593,martinsburg,39.4562,-77.9639,24.95,83,18,1.45,US,1687869951
594,tura,25.5198,90.2201,23.73,97,100,2.62,IN,1687870158
595,macgregor,49.9661,-98.7794,18.09,98,18,4.47,CA,1687870158
596,turpan,42.9333,89.1667,34.99,13,0,2.16,CN,1687870158
